code_id,code_id_clean,ascii_desc,block,block_desc,axis_2_desc,axis_1_desc,chapter_id,chapter_range,chapter_desc
34145-00,3414500,Decompression of popliteal artery,696,Other incision procedures on artery,Incision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34100-02,3410002,Interruption of carotid artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34103-10,3410310,Interruption of subclavian artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34103-11,3410311,Interruption of axillary artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34103-12,3410312,Interruption of iliac artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34103-13,3410313,Interruption of femoral artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34103-14,3410314,Interruption of popliteal artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34106-10,3410610,Interruption of brachial artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34106-11,3410611,Interruption of radial artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34106-12,3410612,Interruption of ulnar artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34106-13,3410613,Interruption of tibial artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34106-14,3410614,Interruption of other artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
41707-00,4170700,Interruption of maxillary artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
41725-00,4172500,Interruption of ethmoidal artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
52141-00,5214100,Interruption of mandibular artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
52141-01,5214101,Interruption of facial artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
52141-02,5214102,Interruption of lingual artery,697,Interruption of artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33133-00,3313300,Interruption of visceral artery aneurysm without restoration of continuity,698,Other destruction procedures on artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33169-00,3316900,Interruption of ruptured visceral artery aneurysm without restoration of continuity,698,Other destruction procedures on artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33842-00,3384200,Control of postoperative bleeding or thrombosis after carotid or vertebral artery surgery,698,Other destruction procedures on artery,Destruction,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34109-00,3410900,Biopsy of temporal artery,699,Biopsy of peripheral artery,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33500-00,3350000,Carotid endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33506-00,3350600,Innominate endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33506-01,3350601,Subclavian endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33509-00,3350900,Aorta endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33512-00,3351200,Aorto-iliac endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33515-00,3351500,Aorto-femoral endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33515-01,3351501,"Iliofemoral endarterectomy, bilateral",700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33518-00,3351800,Iliac endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33521-00,3352100,"Iliofemoral endarterectomy, unilateral",700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33524-00,3352400,"Renal endarterectomy, unilateral",700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33527-00,3352700,"Renal endarterectomy, bilateral",700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33530-00,3353000,Coeliac endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33530-01,3353001,Superior mesenteric endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33533-00,3353300,Coeliac and superior mesenteric endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33536-00,3353600,Inferior mesenteric endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33539-00,3353900,Endarterectomy of extremities,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33542-00,3354200,Extended endarterectomy of deep femoral artery,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90229-00,9022900,Other endarterectomy,700,Endarterectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33554-00,3355400,Endarterectomy in conjunction with arterial bypass to prepare site for anastomosis,701,Endarterectomy to prepare site for anastomosis,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33800-00,3380000,Embolectomy or thrombectomy of carotid artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33803-00,3380300,Embolectomy or thrombectomy of subclavian artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33803-01,3380301,Embolectomy or thrombectomy of innominate artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-00,3380600,Embolectomy or thrombectomy of axillary artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-01,3380601,Embolectomy or thrombectomy of brachial artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-02,3380602,Embolectomy or thrombectomy of radial artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-03,3380603,Embolectomy or thrombectomy of ulnar artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-04,3380604,Embolectomy or thrombectomy of coeliac artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-05,3380605,Embolectomy or thrombectomy of mesenteric artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-06,3380606,Embolectomy or thrombectomy of renal artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-07,3380607,Embolectomy or thrombectomy of splenic artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-08,3380608,Embolectomy or thrombectomy of iliac artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-09,3380609,Embolectomy or thrombectomy of femoral artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-10,3380610,Embolectomy or thrombectomy of popliteal artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-11,3380611,Embolectomy or thrombectomy of tibial artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
35414-00,3541400,Embolectomy or thrombectomy of intracranial artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90230-00,9023000,Embolectomy or thrombectomy of other artery,702,Arterial embolectomy or thrombectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33803-02,3380302,Embolectomy or thrombectomy of bypass graft of artery of trunk,703,Embolectomy or thrombectomy of an arterial bypass graft,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33806-12,3380612,Embolectomy or thrombectomy of bypass graft of artery of extremities,703,Embolectomy or thrombectomy of an arterial bypass graft,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
35312-00,3531200,Percutaneous peripheral artery atherectomy,704,Arterial atherectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
35312-01,3531201,Open peripheral artery atherectomy,704,Arterial atherectomy,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34148-00,3414800,Resection of lesion of carotid artery 4 cm or less in diameter,705,Resection of lesion of carotid artery,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34151-00,3415100,Resection of lesion of carotid artery more than 4 cm in diameter,705,Resection of lesion of carotid artery,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
34154-00,3415400,Resection of recurrent lesion of carotid artery,706,Resection of recurrent lesion of carotid artery,Excision,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33548-00,3354800,Patch graft of artery using autologous material,707,Patch graft of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33548-01,3354801,Patch graft of artery using synthetic material,707,Patch graft of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-00,3381500,Direct closure of axillary artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-01,3381501,Direct closure of brachial artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-02,3381502,Direct closure of radial artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-03,3381503,Direct closure of ulnar artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-04,3381504,Direct closure of femoral artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-05,3381505,Direct closure of popliteal artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-06,3381506,Direct closure of tibial artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33815-07,3381507,Direct closure of peroneal artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33824-00,3382400,Direct closure of carotid artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33833-00,3383300,Direct closure of coeliac artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33833-01,3383301,Direct closure of renal artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33833-02,3383302,Direct closure of mesenteric artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33833-03,3383303,Direct closure of iliac artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90209-00,9020900,Direct closure of subclavian artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90209-01,9020901,Direct closure of innominate artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90209-02,9020902,Direct closure of aorta,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90209-03,9020903,Direct closure of other artery,708,Direct closure of artery,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32766-00,3276600,Repair of other artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-00,3381800,Repair of axillary artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-01,3381801,Repair of brachial artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-02,3381802,Repair of radial artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-03,3381803,Repair of ulnar artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-04,3381804,Repair of femoral artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-05,3381805,Repair of popliteal artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-06,3381806,Repair of tibial artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33818-07,3381807,Repair of peroneal artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33827-00,3382700,Repair of carotid artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33836-00,3383600,Repair of coeliac artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33836-01,3383601,Repair of renal artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33836-02,3383602,Repair of iliac artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33836-03,3383603,Repair of mesenteric artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90210-00,9021000,Repair of subclavian artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90210-01,9021001,Repair of innominate artery by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90210-02,9021002,Repair of aorta by direct anastomosis,709,Repair of artery by anastomosis,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-00,3382100,Repair of axillary artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-01,3382101,Repair of brachial artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-02,3382102,Repair of radial artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-03,3382103,Repair of ulnar artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-04,3382104,Repair of femoral artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-05,3382105,Repair of popliteal artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-06,3382106,Repair of tibial artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33821-07,3382107,Repair of peroneal artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33830-00,3383000,Repair of carotid artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33839-00,3383900,Repair of coeliac artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33839-01,3383901,Repair of renal artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33839-02,3383902,Repair of mesenteric artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
33839-03,3383903,Repair of iliac artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90213-00,9021300,Repair of subclavian artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90213-01,9021301,Repair of innominate artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90213-02,9021302,Repair of aorta by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
90213-03,9021303,Repair of other artery by interposition graft,710,Repair of artery by interposition graft,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-00,3270000,Carotid artery bypass using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-01,3270001,Carotid-carotid artery bypass using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-02,3270002,Carotid-subclavian artery bypass using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-03,3270003,Carotid-vertebral artery bypass using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-04,3270004,Aorto-subclavian-carotid artery bypass using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32712-00,3271200,Iliofemoral [artery] bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32721-00,3272100,"Renal artery bypass grafting using vein, unilateral",711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32724-00,3272400,"Renal artery bypass grafting using vein, bilateral",711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32730-00,3273000,"Mesenteric [artery] bypass grafting using vein, single vessel",711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32733-00,3273300,"Mesenteric [artery] bypass grafting using vein, multiple vessels",711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32739-00,3273900,"Femoro-popliteal artery bypass grafting using vein, above knee anastomosis",711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32742-00,3274200,"Femoro-popliteal artery bypass grafting using vein, below knee anastomosis",711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32745-00,3274500,Femoral to proximal tibial or peroneal artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32748-00,3274800,Femoral to distal tibial or peroneal artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-00,3276300,Other arterial bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-02,3276302,Subclavian-vertebral artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-03,3276303,Subclavian-axillary artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-04,3276304,Spleno-renal artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-05,3276305,Aorto-coeliac artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-06,3276306,Aorto-femoro-popliteal artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-07,3276307,Ilio-iliac artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-08,3276308,Popliteal-tibial artery bypass grafting using vein,711,Arterial bypass [grafting] using vein,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-05,3270005,Carotid artery bypass using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-06,3270006,Carotid-carotid artery bypass using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-07,3270007,Carotid-vertebral artery bypass using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-08,3270008,Carotid-subclavian artery bypass using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-09,3270009,Aorto-carotid artery bypass using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-10,3270010,Aorto-carotid-brachial artery bypass using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32700-11,3270011,Aorto-subclavian-carotid artery bypass using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32708-00,3270800,Aorto-femoral [artery] bypass using synthetic graft material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32708-01,3270801,Aorto-femoro-femoral [artery] bypass using synthetic graft material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32708-02,3270802,Aorto-iliac [artery] bypass using synthetic graft material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32708-03,3270803,Aorto-ilio-femoral [artery] bypass using synthetic graft material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32712-01,3271201,Iliofemoral [artery] bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32715-00,3271500,Subclavian-femoral artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32715-01,3271501,Subclavian-femoro-femoral artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32715-02,3271502,Axillo-femoral artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32715-03,3271503,Axillo-femoro-femoral artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32721-01,3272101,"Renal artery bypass grafting using synthetic material, unilateral",712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32724-01,3272401,"Renal artery bypass grafting using synthetic material, bilateral",712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32730-01,3273001,"Mesenteric [artery] bypass grafting using synthetic material, single vessel",712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32733-01,3273301,"Mesenteric [artery] bypass grafting using synthetic material, multiple vessels",712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32751-00,3275100,"Femoro-popliteal artery bypass grafting using synthetic material, above knee anastomosis",712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32751-01,3275101,"Femoro-popliteal artery bypass grafting using synthetic material, below knee anastomosis",712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32751-02,3275102,Femoral to proximal tibial or peroneal artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32751-03,3275103,Femoral to distal tibial or peroneal artery bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
32763-01,3276301,Other arterial bypass grafting using synthetic material,712,Arterial bypass [grafting] using synthetic material,Repair,Arteries,8,Blocks 600-777,Procedures on cardiovascular system (blocks 600-777)
