code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag,block_change,ascii_desc_change,ascii_short_desc_change,sex_change,ageL_change,ageH_change,atype_change,rare_use_flag_change,Status
33116-00,3311600,762,Endovascular repair,Endovascular repair,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
33116-01,3311601,762,Revision of endovascular repair,Revision endovascular repair,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
33157-00,3315700,715,Replacement of ruptured infrarenal abdominal aortic aneurysm with bifurcation graft to iliac arteries,Replace rupt infrarnl AAA w iliac graft,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
34124-01,3412401,759,Repair of complex arteriovenous fistula of neck with restoration of continuity,Rep complx AV fist neck w restor conty,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
34148-00,3414800,705,Resection of lesion of carotid artery 4 cm or less in diameter,Resec lsn carotid art 4 cm or less dia,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
34151-00,3415100,705,Resection of lesion of carotid artery more than 4 cm in diameter,Resec lesion carotid artery > 4cm dia,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
34806-00,3480600,735,Sapheno-iliac vein cross leg bypass grafting,Sapheno-iliac vein cross leg bypass gft,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
34806-01,3480601,735,Sapheno-femoral vein cross leg bypass grafting,Sapheno-femoral vein cross leg byps gft,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
35006-00,3500600,85,"Cervical surgical sympathectomy, reoperation",Cervical surgical sympathectomy reop,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
35006-01,3500601,85,"Thoracic surgical sympathectomy, reoperation",Thoracic surgical sympathectomy reop,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
35009-00,3500900,85,"Lumbar surgical sympathectomy, reoperation",Lumbar surgical sympathectomy reop,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
35009-01,3500901,85,"Sacral surgical sympathectomy, reoperation",Sacral surgical sympathectomy reop,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
35400-01,3540001,1393,"Vertebroplasty, 2 or more vertebral bodies",Vertebroplasty >= 2 vertebral bodies,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
35581-00,3558100,1282,"Excision of prosthetic device, implant or graft, vaginal approach",Exc prosth dev impl gft vag appr,1/7/2022,,2,,,,0,0,0,0,0,0,0,0,0,NEW
35585-00,3558500,989,"Laparoscopic excision of prosthetic device, implant or graft, abdominal approach",Lap exc prosth dev impl gft abdo appr,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
35585-01,3558501,989,"Excision of prosthetic device, implant or graft, abdominal approach",Exc prosth dev impl gft abdo appr,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
35640-00,3564000,1265,Dilation and curettage of uterus [D&C],Dilation & curettage of uterus [D&C],1/7/1998,,2,,,,0,0,1,0,0,0,0,0,0,UPDATED
36519-02,3651902,1052,Laparoscopic complete nephrectomy complicated by previous surgery on same kidney,Lap nephrectomy prev surg same kidney,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
36540-00,3654000,1044,Nephrolithotomy with removal of 1 or 2 calculi,Nephrolithotomy w removal 1 or 2 calculi,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
36543-00,3654300,1044,Nephrolithotomy with removal of 3 or more calculi,Nephrolithotomy w removal >= 3 calculi,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
36671-01,3667101,1880,Percutaneous tibial nerve stimulation,Percutaneous tibial nerve stimulation,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
36840-02,3684002,1100,"Endoscopic resection of a single lesion of bladder 2 cm or less in diameter, or tissue of bladder",Endosc resec sgl blader lsn tiss <= 2 cm,1/7/2006,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
36840-03,3684003,1096,"Endoscopic destruction of a single lesion of bladder 2 cm or less in diameter, or tissue of bladder",Endosc dest sgl blader lsn tiss <= 2 cm,1/7/2010,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
36845-04,3684504,1100,Endoscopic resection of a single lesion of bladder more than 2 cm in diameter,Endosc resec single lsn bladder > 2 cm,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
36845-06,3684506,1096,Endoscopic destruction of a single lesion of bladder more than 2 cm in diameter,Endosc dest single lesion bladder > 2 cm,1/7/2010,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
37008-05,3700805,1099,Removal of foreign body from bladder,Removal of foreign body from bladder,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
37029-00,3702900,1105,Laparoscopic closure of vesicovaginal fistula,Lap closure vesicovaginal fistula,1/7/1998,,2,,,,0,0,0,0,1,0,0,0,0,UPDATED
37029-01,3702901,1105,Closure of vesicovaginal fistula by abdominal approach,Abdominal closure vesicovaginal fistula,1/7/1998,,2,,,,0,0,0,0,1,0,0,0,0,UPDATED
37216-00,3721600,1163,Needle biopsy of prostate or seminal vesicle via transrectal route,"Bx prost / sem ves v trnsrectl",1/7/2022,,1,,,,0,0,0,0,0,0,0,0,0,NEW
37219-01,3721901,1163,Needle biopsy of prostate or seminal vesicle via transperineal route,"Bx prost / sem ves v trnsperinl",1/7/2022,,1,,,,0,0,0,0,0,0,0,0,0,NEW
37309-00,3730900,1120,Repair of laceration or rupture of prostatic or membranous segment of urethra,"Rep lacr/rupt prostatic memb seg urethra",1/7/1998,,1,,,,0,0,0,0,1,0,0,0,0,UPDATED
37333-00,3733300,1119,Closure of urethrovaginal fistula,Closure of urethrovaginal fistula,1/7/1998,,2,,,,0,0,0,0,1,0,0,0,0,UPDATED
37342-00,3734200,1121,"Urethroplasty, single stage procedure",Urethroplasty single stage procedure,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38209-00,3820900,665,Cardiac electrophysiological study using 1 to 3 catheters,Card electrophys study usg 1 to 3 cath,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38212-00,3821200,665,Cardiac electrophysiological study using 4 or more catheters,Card electrophys study 4 or more cath,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38293-00,3829300,609,Percutaneous ventricular muscle ablation,Percutaneous ventricular muscle ablation,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
38303-00,3830300,670,Percutaneous transluminal balloon angioplasty of 2 or more coronary arteries,Perc TBA 2 or more coronary arteries,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38303-01,3830301,670,Open transluminal balloon angioplasty of 2 or more coronary arteries,Open TBA 2 or more coronary arteries,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38306-01,3830601,671,Percutaneous insertion of 2 or more transluminal stents into single coronary artery,Perc ins >= 2 trnslml stnt sgl coron art,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38306-02,3830602,671,Percutaneous insertion of 2 or more transluminal stents into multiple coronary arteries,Perc ins >=2 trnslml stnt mult coron art,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38306-04,3830604,671,Open insertion of 2 or more transluminal stents into single coronary artery,Open ins >= 2 trnslml stnt sgl coron art,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38306-05,3830605,671,Open insertion of 2 or more transluminal stents into multiple coronary arteries,Opn ins >= 2 trnslml stnt mult coron art,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38312-01,3831201,669,"Percutaneous transluminal coronary rotational atherectomy [PTCRA], 1 artery with insertion of 2 or more stents",PTCRA 1 artery w insertion >= 2 stents,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38318-01,3831801,669,"Percutaneous transluminal coronary rotational atherectomy [PTCRA], multiple arteries with insertion of 2 or more stents",PTCRA mult arteries w ins >= 2 stents,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38350-00,3835000,648,Insertion of permanent transvenous electrode into other heart chamber(s) for subcutaneous cardiac pacemaker,Ins perm trnsven elec oth cham sbc pcmkr,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38350-01,3835001,654,Replacement of permanent transvenous electrode of other heart chamber(s) for subcutaneous cardiac pacemaker,Replace trnsven elec oth cham sbc pcmkr,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38350-02,3835002,654,Removal of permanent transvenous electrode of other heart chamber(s) for subcutaneous cardiac pacemaker,"R/O perm trnsven elec oth cham f scpmk",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38353-00,3835300,650,Insertion of subcutaneous cardiac pacemaker generator,Ins of sbc cardiac pacemaker generator,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38353-01,3835301,655,Replacement of subcutaneous cardiac pacemaker generator,Replacement sbc cardiac pcmkr generator,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38353-02,3835302,655,Removal of subcutaneous cardiac pacemaker generator,"R/O sbc cardiac pacemaker generator",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38358-00,3835800,654,Removal of permanent transvenous electrode of other heart chamber(s) for subcutaneous cardiac pacemaker using extraction device,"R/O trnsven elec oth scpmk extr dev",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38358-01,3835801,654,Removal of permanent transvenous electrode of left ventricle for subcutaneous cardiac pacemaker using extraction device,"R/O trnsven elec ventrl scpmk extr dev",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38368-00,3836800,648,Insertion of permanent transvenous electrode into left ventricle for subcutaneous cardiac pacemaker,Ins perm trnsven elec L ventrl sbc pcmkr,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38368-01,3836801,654,Replacement of permanent transvenous electrode of left ventricle for subcutaneous cardiac pacemaker,Replace trnsven elec L ventrl sbc pcmkr,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38368-02,3836802,654,Removal of permanent transvenous electrode of left ventricle for subcutaneous cardiac pacemaker,"R/O perm trnsven elec L ventrl sbc pcmkr",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38456-23,3845623,654,Replacement of permanent epicardial electrode for subcutaneous cardiac pacemaker via subxyphoid approach,Replace epicardl elec sbc pcmkr sbx appr,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38456-24,3845624,654,Replacement of permanent epicardial electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Replace epicardl elec scpmk thmy stmy,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38456-26,3845626,654,Removal of permanent epicardial electrode for subcutaneous cardiac pacemaker via subxyphoid approach,"R/O perm epicardl elec scpmk sbx appr",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38456-27,3845627,654,Removal of permanent epicardial electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,"R/O perm epicardl elec scpmk thmy stmy",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38470-00,3847000,649,Insertion of permanent epicardial electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Ins perm epicardl elec scpmk thmy stmy,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38473-00,3847300,649,Insertion of permanent epicardial electrode for subcutaneous cardiac pacemaker via subxyphoid approach,Ins perm epicardl elec scpmk sbx appr,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38481-00,3848100,622,"Repair of aortic valve, 2 or more leaflets",Repair aortic valve 2 or more leaflets,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38481-01,3848101,626,"Repair of mitral valve, 2 or more leaflets",Repair mitral valve 2 or more leaflets,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38481-02,3848102,632,"Repair of tricuspid valve, 2 or more leaflets",Repair of tricuspid valve >= 2 leaflets,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38497-03,3849703,672,"Coronary artery bypass, using 4 or more saphenous vein grafts",Coron art byps usg >= 4 saph vein grafts,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
38497-07,3849707,673,"Coronary artery bypass, using 4 or more other venous grafts",Coron art byps usg >= 4 oth vein grafts,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38503-00,3850300,674,"Coronary artery bypass, using 2 or more LIMA grafts",CAB using 2 or more LIMA grafts,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38503-01,3850301,675,"Coronary artery bypass, using 2 or more RIMA grafts",CAB using 2 or more RIMA grafts,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38503-02,3850302,676,"Coronary artery bypass, using 2 or more radial artery grafts",CAB using 2 or more radial artery grafts,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38503-03,3850303,677,"Coronary artery bypass, using 2 or more epigastric artery grafts",CAB usg >= 2 epigastric artery grafts,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38503-04,3850304,678,"Coronary artery bypass, using 2 or more other arterial grafts",CAB using >= 2 other arterial grafts,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38503-05,3850305,679,"Coronary artery bypass, using 2 or more composite grafts",CAB using 2 or more composite grafts,1/7/2010,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38637-00,3863700,680,Reoperation for reconstruction of coronary artery graft,Reop for recon coronary artery graft,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
38640-00,3864000,664,"Reoperation for other cardiac procedure, not elsewhere classified",Reoperation for other cardiac proc NEC,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38654-00,3865400,649,Insertion of permanent left ventricular electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Ins perm L ventric elec scpmk thmy stmy,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38654-01,3865401,654,Replacement of permanent left ventricular electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Replace L ventric elec scpmk thmy stmy,1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
38654-02,3865402,654,Removal of permanent left ventricular electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,"R/O perm L ventrl elec scpmk thmy stmy",1/7/2008,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
40009-06,4000906,42,Revision of spinal shunt,Revision of spinal shunt,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
40112-00,4011200,49,Release of tethered spinal cord,Release tethered spinal cord,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
40115-00,4011500,1718,"Other procedure for craniostenosis, 1 suture",Other proc for craniostenosis 1 suture,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
40118-00,4011800,1718,"Other procedure for craniostenosis, 2 or more sutures",Oth proc for craniostenosis >= 2 sutures,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
40300-01,4030001,52,"Discectomy, 2 or more levels",Discectomy >= 2 levels,1/7/1998,,,,,,0,0,0,1,0,0,0,0,0,UPDATED
40336-00,4033600,31,Administration of agent into intervertebral disc,Admin agent into intervertebral disc,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
40704-00,4070400,67,Insertion of vagus nerve electrodes,Insertion of vagus nerve electrodes,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
40704-01,4070401,67,Replacement of vagus nerve electrodes,Replacement of vagus nerve electrodes,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
40705-00,4070500,67,Adjustment of vagus nerve electrodes,Adjustment of vagus nerve electrodes,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
40705-01,4070501,67,Removal of vagus nerve electrodes,Removal of vagus nerve electrodes,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
40707-00,4070700,1880,Vagus nerve stimulation therapy,Vagus nerve stimulation therapy,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
41596-03,4159603,331,Vestibular or cochlear nerve section,Vestibular or cochlear nerve section,1/7/2019,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
41653-00,4165300,370,Examination of nasal cavity or postnasal space,Exam nasal cavity or postnasal space,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
41656-00,4165600,373,Arrest of posterior nasal haemorrhage,Arrest of posterior nasal haemorrhage,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
41677-00,4167700,373,Arrest of anterior nasal haemorrhage,Arrest of anterior nasal haemorrhage,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
41752-00,4175200,389,Other intranasal procedure on sphenoidal sinus,Other intranasal proc sphenoidal sinus,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
41761-00,4176100,375,Examination of nasal cavity or postnasal space with biopsy,Exam nasal cavity or postnasal spc w Bx,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
41867-01,4186701,530,Reoperation arytenoidectomy,Reoperation arytenoidectomy,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
41898-05,4189805,544,Broncho-alveolar lavage [BAL],Broncho-alveolar lavage [BAL],1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
41898-06,4189806,544,Whole lung lavage,Whole lung lavage,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
42504-00,4250400,191,Implantation of trans-trabecular drainage device,Impl trans-trabecular drainage device,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
42504-01,4250401,191,Adjustment of trans-trabecular drainage device,Adjt trans-trabecular drainage device,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
42505-00,4250500,191,Removal of trans-trabecular drainage device,"R/O trans-trabecular drainage device",1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
42505-01,4250501,191,Replacement of trans-trabecular drainage device,Replace trans-trabecular drainage device,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
42545-00,4254500,227,Decompression orbitotomy by fenestration of 2 or more walls,Decomp orbitomy fenest 2 or more walls,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
42588-00,4258800,238,Correction of trichiasis,Correction of trichiasis,1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
42626-00,4262600,248,"Reoperation of dacryocystorhinostomy, second or subsequent procedure","Reop dacryocystorhinostomy second/subsqt",1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
42652-00,4265200,174,Corneal collagen cross linking [CXL],Corneal collagen cross linking [CXL],1/7/2022,,,,,,0,0,0,0,0,0,0,0,0,NEW
42656-00,4265600,175,"Reoperation of keratoplasty, third or subsequent procedure","Reop keratoplasty third/subsequent proc",1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
42839-00,4283900,216,"Strabismus procedure involving 3 or more muscles, 1 eye",Strabms proc inv 3 or more muscles 1 eye,1/7/1998,,,,,,0,0,0,1,0,0,0,0,0,UPDATED
42839-01,4283901,216,"Strabismus procedure involving 3 or more muscles, both eyes",Strabms proc inv >= 3 musc both eyes,1/7/1998,,,,,,0,0,0,1,0,0,0,0,0,UPDATED
43852-00,4385200,539,Closure of tracheo-oesophageal fistula via thoracotomy,Closure trachoesph fistula v thoracotomy,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
43864-01,4386401,1003,"Primary repair of gastroschisis involving skin, muscle and fascia",Prim rep gastroschisis inv sk musc fasc,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
43876-00,4387600,1385,"Excision of sacrococcygeal lesion, posterior approach",Exc sacrococcygeal lesion post approach,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
43879-00,4387900,1385,"Excision of sacrococcygeal lesion, posterior and abdominal approach",Exc sacrcocygl lesion post & abdo appr,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45024-00,4502400,1616,Abrasive therapy to 2 or more aesthetic areas of face,Abrasive thrpy >= 2 aesthc areas face,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45025-00,4502500,1615,Carbon dioxide laser resurfacing to neck,Carbon dioxide laser resurfacing to neck,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45025-01,4502501,1615,Carbon dioxide laser resurfacing to 1 aesthetic area of face,CO2 laser resurf 1 aesthetic area face,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45025-02,4502502,1615,Carbon dioxide laser resurfacing to other site,CO2 laser resurfacing to other site,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45026-00,4502600,1615,Carbon dioxide laser resurfacing to 2 or more aesthetic areas of face,CO2 laser resurf >= 2 aesthc areas face,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45039-00,4503900,1693,"Excision of arteriovenous malformation of other site, 3 cm or less",Excision AVM of other site 3 cm or less,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45400-01,4540001,1641,"Split skin graft of small granulating burn site, less than 3 per cent of body surface area grafted",SSG sm granulating brn sit < 3% BSA gftd,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45403-01,4540301,1641,"Split skin graft of extensive granulating burn site, 3 per cent or more of body surface area grafted",SSG extsv granu brn site >= 3 % BSA gftd,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45406-00,4540600,1644,Split skin graft to burn of other sites involving less than 3 per cent body surface area grafted,SSG to burn other sites inv < 3% BSA gft,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45409-00,4540900,1644,Split skin graft to burn of other sites involving 3-5 per cent body surface area grafted,SSG burn other sites inv 3-5 % BSA gft,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45412-00,4541200,1644,Split skin graft to burn of other sites involving 6-8 per cent body surface area grafted,SSG burn other sites inv 6-8 % BSA gft,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45415-00,4541500,1644,Split skin graft to burn of other sites involving 9-11 per cent body surface area grafted,SSG burn other sites inv 9-11 % BSA gft,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45418-00,4541800,1644,Split skin graft to burn of other sites involving 12-14 per cent body surface area grafted,SSG burn other sites inv 12-14 % BSA gft,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45460-00,4546000,1644,Split skin graft to burn of other sites involving 15-19 per cent body surface area grafted,SSG burn other sites inv 15-19 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45464-00,4546400,1644,Split skin graft to burn of other sites involving 20-29 per cent body surface area grafted,SSG burn other sites inv 20-29 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45468-00,4546800,1644,Split skin graft to burn of other sites involving 30-39 per cent body surface area grafted,SSG burn other sites inv 30-39 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45471-00,4547100,1644,Split skin graft to burn of other sites involving 40-49 per cent body surface area grafted,SSG burn other sites inv 40-49 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45474-00,4547400,1644,Split skin graft to burn of other sites involving 50-59 per cent body surface area grafted,SSG burn other sites inv 50-59 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45477-00,4547700,1644,Split skin graft to burn of other sites involving 60-69 per cent body surface area grafted,SSG burn other sites inv 60-69 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45480-00,4548000,1644,Split skin graft to burn of other sites involving 70-79 per cent body surface area grafted,SSG burn other sites inv 70-79 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45483-00,4548300,1644,Split skin graft to burn of other sites involving 80 per cent or more body surface area grafted,SSG burn other sites inv >= 80 % BSA gft,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45497-00,4549700,1686,Complete revision of free tissue flap,Compl rev free tissue flap,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45498-00,4549800,1686,"Revision of free tissue flap, first stage",Revision of free tissue flap first stage,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45499-00,4549900,1686,"Revision of free tissue flap, second stage",Revision free tissue flap second stage,1/7/2002,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45506-00,4550600,1657,Revision of scar of face 3 cm or less in length,Rev scar of face 3 cm or less in length,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45506-01,4550601,1657,Revision of scar of neck 3 cm or less in length,Revision scar neck <= 3 cm in length,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
45512-00,4551200,1657,Revision of scar of face more than 3 cm in length,Revision scar of face > 3 cm in length,1/7/1998,,,,,,0,0,0,1,0,0,0,0,0,UPDATED
45515-00,4551500,1657,Revision of scar of other site 7 cm or less in length,Revision scar of other site 7 cm or less,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
45518-00,4551800,1657,Revision of scar of other site more than 7 cm in length,Rev scar of other site > 7 cm in length,1/7/1998,,,,,,0,0,0,1,0,0,0,0,0,UPDATED
45520-00,4552000,1754,"Reduction mammoplasty with nipple repositioning, unilateral",Reduct mammoply w nipple reposition uni,1/7/2008,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45520-01,4552001,1754,"Reduction mammoplasty with nipple repositioning, bilateral",Rdctn mammoply w nipple reposition bil,1/7/2008,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45520-02,4552002,1754,"Reduction mammoplasty with reconstruction of nipple, unilateral","Rdctn mammoplasty w recon nipple, uni",1/7/2008,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45520-03,4552003,1754,"Reduction mammoplasty with reconstruction of nipple, bilateral",Reduction mammoplasty w recon nipple bil,1/7/2008,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45522-00,4552200,1754,"Reduction mammoplasty, unilateral","Reduction mammoplasty, unilateral",1/7/2008,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45522-01,4552201,1754,"Reduction mammoplasty, bilateral","Reduction mammoplasty, bilateral",1/7/2008,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45524-00,4552400,1753,"Augmentation mammoplasty, unilateral","Augmentation mammoplasty, unilateral",1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45527-00,4552700,1753,"Augmentation mammoplasty following mastectomy, unilateral",Aug mammoply foll mastectomy uni,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45527-01,4552701,1753,"Augmentation mammoplasty following mastectomy, bilateral",Aug mammoply foll mastectomy bil,1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45528-00,4552800,1753,"Augmentation mammoplasty, bilateral","Augmentation mammoplasty, bilateral",1/7/1998,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
45530-02,4553002,1756,Reconstruction of breast using flap,Reconstruction of breast using flap,1/7/2010,,,,,,0,0,0,0,1,0,0,0,0,UPDATED
