code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag
38446-03,3844603,563,Removal of lesion of mediastinum via sternotomy,"R/O lesion mediastinum via sternotomy",1/7/1998,,,,,,0
38446-04,3844604,128,Removal of thymus,Removal of thymus,1/7/2010,,,,,,0
38447-00,3844700,646,"Pericardiectomy, subtotal or complete","Pericardiectomy, subtotal or complete",1/7/1998,,,,,,0
38447-01,3844701,646,"Thoracoscopic pericardiectomy, subtotal or complete",Thoracoscopic pericardiectomy,1/7/1998,,,,,,0
38448-00,3844800,561,Exploration of mediastinum via cervical route,Exploration mediastinum v cervical route,1/7/1998,,,,,,0
38448-01,3844801,559,Mediastinoscopy,Mediastinoscopy,1/7/1998,,,,,,0
38448-02,3844802,128,Removal of thymus via cervical route,Removal of thymus via cervical route,1/7/1998,,,,,,0
38450-00,3845000,643,Transthoracic drainage of pericardium,Transthoracic drainage of pericardium,1/7/1998,,,,,,0
38450-01,3845001,643,Thoracoscopic drainage of pericardium,Thoracoscopic drainage of pericardium,1/7/1998,,,,,,0
38450-02,3845002,645,"Biopsy of pericardium, transthoracic approach","Biopsy pericardium, transthoracic appr",1/7/1998,,,,,,0
38450-03,3845003,645,"Biopsy of pericardium, subxyphoid approach","Biopsy pericardium, subxyphoid approach",1/7/1998,,,,,,0
38452-00,3845200,643,Subxyphoid drainage of pericardium,Subxyphoid drainage of pericardium,1/7/1998,,,,,,0
38453-00,3845300,537,Resection of endotracheal lesion with anastomosis,Resection endotracheal lesion w anstms,1/7/1998,,,,,,0
38453-01,3845301,537,"Resection of endotracheal tumour by laser, with anastomosis",Laser resec endotrachl tumour w anstms,1/7/1998,1/7/2004,,,,,0
38453-02,3845302,537,Resection of endotracheal lesion with graft,Resection of endotracheal lesion w graft,1/7/1998,,,,,,0
38453-03,3845303,537,"Resection of endotracheal tumour by laser, with graft",Laser resec endotracheal tumour w graft,1/7/1998,1/7/2004,,,,,0
38453-04,3845304,538,Resection of endotracheal stricture with anastomosis,Resec endotracheal stricture w anstms,1/7/1998,,,,,,0
38453-05,3845305,538,"Resection of endotracheal stricture by laser, with anastomosis",Laser resec endotrachl stricture anstms,1/7/1998,,,,,,0
38453-06,3845306,538,Resection of endotracheal stricture with graft,Resection endotracheal stricture w graft,1/7/1998,,,,,,0
38453-07,3845307,538,"Resection of endotracheal stricture by laser, with graft",Laser resec endotrachl stricture w gft,1/7/1998,,,,,,0
38453-08,3845308,539,"Repair of trachea, intrathoracic approach","Repair trachea, intrathoracic approach",1/7/1998,,,,,,0
38453-09,3845309,540,Tracheo-oesophageal fistulisation,Tracheo-oesophageal fistulisation,1/7/1998,1/7/2000,,,,,0
38456-00,3845600,666,Other intrathoracic procedures on heart without cardiopulmonary bypass,Other intrathoracic proc on heart wo CPB,1/7/1998,,,,,,0
38456-01,3845601,636,Open valvotomy of pulmonary valve,Open valvotomy of pulmonary valve,1/7/1998,,,,,,0
38456-02,3845602,558,Other open procedures on lung or pleura,Oth open proc on lung or pleura,1/7/1998,,,,,,0
38456-03,3845603,567,"Other open procedures on chest wall, mediastinum or diaphragm","Oth open proc ch wall/mediast/diaph",1/7/1998,,,,,,0
38456-04,3845604,547,"Other procedures on bronchus, intrathoracic approach","Other proc bronchus, intrathoracic appr",1/7/1998,1/7/2015,,,,,0
38456-05,3845605,646,Excision of lesion of pericardium,Excision of lesion of pericardium,1/7/1998,,,,,,0
38456-06,3845606,646,Thoracoscopic excision of lesion of pericardium,Thoracoscopic exc lesion pericardium,1/7/1998,,,,,,0
38456-07,3845607,654,Adjustment of transvenous electrode for pacemaker,Adjust of trnsven elec for pacemaker,1/7/1998,1/7/2008,,,,,0
38456-08,3845608,654,Removal of temporary electrode,Removal of temporary electrode,1/7/1998,1/7/2008,,,,,0
38456-10,3845610,621,Open valvotomy of aortic valve,Open valvotomy of aortic valve,1/7/1998,,,,,,0
38456-11,3845611,631,Open valvotomy of tricuspid valve,Open valvotomy of tricuspid valve,1/7/1998,,,,,,0
38456-12,3845612,620,Other intrathoracic procedures on septum without cardiopulmonary bypass,Other intrathoracic proc septum wo CPB,1/7/1998,,,,,,0
38456-13,3845613,606,Other intrathoracic procedures on atrium without cardiopulmonary bypass,Other intrathor proc on atrium wo CPB,1/7/1998,1/7/2015,,,,,0
38456-14,3845614,615,Other intrathoracic procedures on ventricle of heart without cardiopulmonary bypass,Oth intrathor proc ventricle hrt wo CPB,1/7/1998,,,,,,0
38456-15,3845615,624,Other intrathoracic procedures on aortic valve without cardiopulmonary bypass,Oth intrathor proc aortic valve wo CPB,1/7/1998,,,,,,0
38456-16,3845616,630,Other intrathoracic procedures on mitral valve without cardiopulmonary bypass,Oth intrathor proc mitral valve wo CPB,1/7/1998,,,,,,0
38456-17,3845617,635,Other intrathoracic procedures on tricuspid valve without cardiopulmonary bypass,Oth intrathor proc tricuspid valv wo CPB,1/7/1998,,,,,,0
38456-18,3845618,638,Other intrathoracic procedures on pulmonary valve without cardiopulmonary bypass,Oth intrathor proc pulmonary valv wo CPB,1/7/1998,,,,,,0
38456-19,3845619,681,Other intrathoracic procedures on arteries of heart without cardiopulmonary bypass,Oth intrathor proc arteries heart wo CPB,1/7/1998,,,,,,0
38456-20,3845620,869,Other intrathoracic procedures on oesophagus,Other intrathoracic proc on oesophagus,1/7/1998,,,,,,0
38456-21,3845621,654,Adjustment of epicardial electrode for cardiac pacemaker,Adjust epicardial elec card pacemaker,1/7/2008,,,,,,0
38456-22,3845622,654,Replacement of temporary epicardial electrode for cardiac pacemaker,Replace temp epicardl elec card pcmkr,1/7/2008,,,,,,0
38456-23,3845623,654,Replacement of permanent epicardial electrode for subcutaneous cardiac pacemaker via subxyphoid approach,Replace epicardl elec sbc pcmkr sbx appr,1/7/2008,,,,,,0
38456-24,3845624,654,Replacement of permanent epicardial electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Replace epicardl elec scpmk thmy stmy,1/7/2008,,,,,,0
38456-25,3845625,654,Removal of temporary epicardial electrode for cardiac pacemaker,"R/O temp epicardl elec f card pacemaker",1/7/2008,,,,,,0
38456-26,3845626,654,Removal of permanent epicardial electrode for subcutaneous cardiac pacemaker via subxyphoid approach,"R/O perm epicardl elec scpmk sbx appr",1/7/2008,,,,,,0
38456-27,3845627,654,Removal of permanent epicardial electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,"R/O perm epicardl elec scpmk thmy stmy",1/7/2008,,,,,,0
38456-28,3845628,654,Adjustment of epicardial electrode for cardiac defibrillator,Adjust epicardial elec card defib,1/7/2008,,,,,,0
38456-29,3845629,654,Replacement of temporary epicardial electrode for cardiac defibrillator,Replace temp epicardl elec card defib,1/7/2008,,,,,,0
38456-30,3845630,654,Replacement of permanent epicardial electrode for cardiac defibrillator via subxyphoid approach,Replace epicardl elec defib sbx appr,1/7/2008,,,,,,0
38456-31,3845631,654,Replacement of permanent epicardial electrode for cardiac defibrillator via thoracotomy or sternotomy,Replace epicardl elec defib thmy stmy,1/7/2008,,,,,,0
38456-32,3845632,654,Removal of temporary epicardial electrode for cardiac defibrillator,"R/O temp epicardl elec f card defib",1/7/2008,,,,,,0
38456-33,3845633,654,Removal of permanent epicardial electrode for cardiac defibrillator via subxyphoid approach,"R/O perm epicardl elec defib sbx appr",1/7/2008,,,,,,0
38456-34,3845634,654,Removal of permanent epicardial electrode for cardiac defibrillator via thoracotomy or sternotomy,"R/O perm epicardl elec defib thmy stmy",1/7/2008,,,,,,0
38456-35,3845635,558,Other closed procedures on lung or pleura,Oth closed procedures on lung or pleura,1/7/2015,,,,,,0
38456-36,3845636,558,Other endoscopic procedures on lung or pleura,Oth endoscopic procedures lung or pleura,1/7/2015,,,,,,0
38457-00,3845700,564,Repair of pectus carinatum,Repair of pectus carinatum,1/7/1998,,,,,,0
38457-01,3845701,564,Repair of pectus excavatum,Repair of pectus excavatum,1/7/1998,,,,,,0
38458-00,3845800,564,Repair of pectus excavatum with implantation of subcutaneous prosthesis,Rep pectus excavatum w impl sbc prosth,1/7/1998,,,,,,0
38460-00,3846000,1373,Removal of sternal wire,Removal of sternal wire,1/7/1998,,,,,,0
38464-00,3846400,1376,Debridement of sternotomy wound,Debridement of sternotomy wound,1/7/1998,,,,,,0
38466-00,3846600,1379,Reoperation on sternum involving reopening of mediastinum,Reop sternum inv reopening mediastinum,1/7/1998,,,,,,0
38470-00,3847000,649,Insertion of permanent epicardial electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Ins perm epicardl elec scpmk thmy stmy,1/7/1998,,,,,,0
38470-01,3847001,649,Insertion of permanent epicardial electrode for cardiac defibrillator via thoracotomy or sternotomy,Ins perm epicardl elec defib stmy thmy,1/7/2008,,,,,,0
38473-00,3847300,649,Insertion of permanent epicardial electrode for subcutaneous cardiac pacemaker via subxyphoid approach,Ins perm epicardl elec scpmk sbx appr,1/7/1998,,,,,,0
38473-01,3847301,649,Insertion of permanent epicardial electrode for cardiac defibrillator via subxyphoid approach,Ins perm epicardial elec defib sbx appr,1/7/2008,,,,,,0
38475-00,3847500,627,Mitral valve annuloplasty,Mitral valve annuloplasty,1/7/1998,,,,,,0
38475-01,3847501,633,Tricuspid valve annuloplasty,Tricuspid valve annuloplasty,1/7/1998,,,,,,0
38475-02,3847502,622,Aortic valve annuloplasty,Aortic valve annuloplasty,1/7/2004,,,,,,0
38477-00,3847700,627,Mitral valve annuloplasty with ring insertion,Mitral valve annuloplasty w ring ins,1/7/1998,,,,,,0
38477-01,3847701,633,Tricuspid valve annuloplasty with ring insertion,Tricuspid valve annuloplasty w ring ins,1/7/1998,,,,,,0
38477-02,3847702,622,Aortic valve annuloplasty with ring insertion,Aortic valve annuloplasty w ring ins,1/7/2004,,,,,,0
38480-00,3848000,622,"Repair of aortic valve, 1 leaflet","Repair of aortic valve, 1 leaflet",1/7/1998,,,,,,0
38480-01,3848001,626,"Repair of mitral valve, 1 leaflet","Repair of mitral valve, 1 leaflet",1/7/1998,,,,,,0
38480-02,3848002,632,"Repair of tricuspid valve, 1 leaflet","Repair of tricuspid valve, 1 leaflet",1/7/1998,,,,,,0
38481-00,3848100,622,"Repair of aortic valve, 2 or more leaflets",Repair aortic valve 2 or more leaflets,1/7/1998,,,,,,0
38481-01,3848101,626,"Repair of mitral valve, 2 or more leaflets",Repair mitral valve 2 or more leaflets,1/7/1998,,,,,,0
38481-02,3848102,632,"Repair of tricuspid valve, 2 or more leaflets",Repair of tricuspid valve >= 2 leaflets,1/7/1998,,,,,,0
38483-00,3848300,622,Decalcification of aortic valve leaflet,Decalcification of aortic valve leaflet,1/7/1998,,,,,,0
38485-00,3848500,629,Reconstruction of mitral valve annulus,Reconstruction of mitral valve annulus,1/7/1998,,,,,,0
38485-01,3848501,626,Decalcification of mitral valve,Decalcification of mitral valve,1/7/1998,,,,,,0
38487-00,3848700,625,Open valvotomy of mitral valve,Open valvotomy of mitral valve,1/7/1998,,,,,,0
38488-00,3848800,623,Replacement of aortic valve with mechanical prosthesis,Replace aortic valve w mech prosthesis,1/7/1998,,,,,,0
38488-01,3848801,623,Replacement of aortic valve with bioprosthesis,Replace aortic valve w bioprosthesis,1/7/1998,,,,,,0
38488-02,3848802,628,Replacement of mitral valve with mechanical prosthesis,Replace mitral valve w mech prosthesis,1/7/1998,,,,,,0
38488-03,3848803,628,Replacement of mitral valve with bioprosthesis,Replacement of mitral valve w bioprosth,1/7/1998,,,,,,0
38488-04,3848804,634,Replacement of tricuspid valve with mechanical prosthesis,Replace tricuspid valve w mech prosth,1/7/1998,,,,,,0
38488-05,3848805,634,Replacement of tricuspid valve with bioprosthesis,Replacement tricuspid valve w bioprosth,1/7/1998,,,,,,0
38488-06,3848806,637,Replacement of pulmonary valve with mechanical prosthesis,Replace pulmonary valve w mech prosth,1/7/1998,,,,,,0
38488-07,3848807,637,Replacement of pulmonary valve with bioprosthesis,Replacement pulmonary valve w bioprosth,1/7/1998,,,,,,0
38488-08,3848808,623,Percutaneous replacement of aortic valve with bioprosthesis,Perc replace aortic valve bioprosth,1/7/2013,,,,,,0
38488-09,3848809,628,Percutaneous replacement of mitral valve with bioprosthesis,Perc replace mitral valve bioprosth,1/7/2013,,,,,,0
38488-10,3848810,634,Percutaneous replacement of tricuspid valve with bioprosthesis,Perc replace tricuspid valve bioprosth,1/7/2013,,,,,,0
38488-11,3848811,637,Percutaneous replacement of pulmonary valve with bioprosthesis,Perc replace pulmonary valve bioprosth,1/7/2013,,,,,,0
38489-00,3848900,623,Replacement of aortic valve with homograft,Replacement of aortic valve w homograft,1/7/1998,,,,,,0
38489-01,3848901,623,Replacement of aortic valve with unstented heterograft,Replace aortic valv w unstentd heterogft,1/7/1998,,,,,,0
38489-02,3848902,628,Replacement of mitral valve with homograft,Replacement of mitral valve w homograft,1/7/1998,,,,,,0
38489-03,3848903,634,Replacement of tricuspid valve with homograft,Replacement tricuspid valve w homograft,1/7/1998,,,,,,0
38489-04,3848904,637,Replacement of pulmonary valve with homograft,Replacement pulmonary valve w homograft,1/7/1998,,,,,,0
38489-05,3848905,637,Replacement of pulmonary valve with unstented heterograft,Replace pulm valve w unstentd heterogft,1/7/1998,,,,,,0
38490-00,3849000,662,Reconstruction and reimplantation of subvalvular structures,Recon & reimplantation subvalvular str,1/7/1998,,,,,,0
38493-00,3849300,666,Operative management of acute infective endocarditis during heart valve procedure,Mgmt endocarditis in heart valve proc,1/7/2000,,,,,,0
38497-00,3849700,672,"Coronary artery bypass, using 1 saphenous vein graft",Coron art byps using 1 saph vein graft,1/7/1998,,,,,,0
38497-01,3849701,672,"Coronary artery bypass, using 2 saphenous vein grafts",Coron art byps using 2 saph vein grafts,1/7/1998,,,,,,0
38497-02,3849702,672,"Coronary artery bypass, using 3 saphenous vein grafts",Coron art byps using 3 saph vein grafts,1/7/1998,,,,,,0
38497-03,3849703,672,"Coronary artery bypass, using 4 or more saphenous vein grafts",Coron art byps usg >= 4 saph vein grafts,1/7/1998,,,,,,0
38497-04,3849704,673,"Coronary artery bypass, using 1 other venous graft",Coron art byps usg 1 other venous graft,1/7/1998,,,,,,0
38497-05,3849705,673,"Coronary artery bypass, using 2 other venous grafts",Coron art byps usg 2 other venous grafts,1/7/1998,,,,,,0
38497-06,3849706,673,"Coronary artery bypass, using 3 other venous grafts",Coron art byps usg 3 other venous grafts,1/7/1998,,,,,,0
38497-07,3849707,673,"Coronary artery bypass, using 4 or more other venous grafts",Coron art byps usg >= 4 oth vein grafts,1/7/1998,,,,,,0
38500-00,3850000,674,"Coronary artery bypass, using 1 LIMA graft","Coronary artery bypass, using 1 LIMA gft",1/7/1998,,,,,,0
38500-01,3850001,675,"Coronary artery bypass, using 1 RIMA graft","Coronary artery bypass, using 1 RIMA gft",1/7/1998,,,,,,0
38500-02,3850002,676,"Coronary artery bypass, using 1 radial artery graft",Coron artery bypass usg 1 radial art gft,1/7/1998,,,,,,0
38500-03,3850003,677,"Coronary artery bypass, using 1 epigastric artery graft",Coron art byps usg 1 epigastric art gft,1/7/1998,,,,,,0
38500-04,3850004,678,"Coronary artery bypass, using 1 other arterial graft",Coron art byps usg 1 other arterial gft,1/7/1998,,,,,,0
38500-05,3850005,679,"Coronary artery bypass, using 1 composite graft",Coron art byps usg 1 composite graft,1/7/2010,,,,,,0
38503-00,3850300,674,"Coronary artery bypass, using 2 or more LIMA grafts",CAB using 2 or more LIMA grafts,1/7/1998,,,,,,0
38503-01,3850301,675,"Coronary artery bypass, using 2 or more RIMA grafts",CAB using 2 or more RIMA grafts,1/7/1998,,,,,,0
38503-02,3850302,676,"Coronary artery bypass, using 2 or more radial artery grafts",CAB using 2 or more radial artery grafts,1/7/1998,,,,,,0
38503-03,3850303,677,"Coronary artery bypass, using 2 or more epigastric artery grafts",CAB usg >= 2 epigastric artery grafts,1/7/1998,,,,,,0
38503-04,3850304,678,"Coronary artery bypass, using 2 or more other arterial grafts",CAB using >= 2 other arterial grafts,1/7/1998,,,,,,0
38503-05,3850305,679,"Coronary artery bypass, using 2 or more composite grafts",CAB using 2 or more composite grafts,1/7/2010,,,,,,0
38505-00,3850500,669,Open coronary endarterectomy,Open coronary endarterectomy,1/7/1998,,,,,,0
38507-00,3850700,611,Left ventricular aneurysmectomy,Left ventricular aneurysmectomy,1/7/1998,,,,,,0
38508-00,3850800,611,Left ventricular aneurysmectomy with patch graft,L ventricular aneurysmectomy w ptch gft,1/7/1998,,,,,,0
38509-00,3850900,619,Repair of ventricular septal rupture,Repair of ventricular septal rupture,1/7/1998,,,,,,0
38512-00,3851200,600,Division of accessory pathway involving 1 atrial chamber,Division acc pathway inv 1 atrial cham,1/7/1998,,,,,,0
38515-00,3851500,600,Division of accessory pathways involving both atrial chambers,Div acc pathways inv both atrial cham,1/7/1998,,,,,,0
38518-00,3851800,609,Ventricular muscle ablation,Ventricular muscle ablation,1/7/1998,,,,,,0
38521-00,3852100,653,Percutaneous insertion of patches for automatic defibrillator,Perc insertion patches f automatic defib,1/7/1998,1/7/2000,,,,,0
38521-01,3852101,653,Insertion of patches for automatic defibrillator,Insertion patches for automatic defib,1/7/1998,1/7/2008,,,,,0
38521-02,3852102,653,Percutaneous insertion of defibrillation electrodes (leads) for automatic defibrillator,Perc ins defib elec for automatic defib,1/7/1998,1/7/2008,,,,,0
38521-03,3852103,653,Insertion of defibrillation electrodes (leads) for automatic defibrillator,Ins defib elec for automatic defib,1/7/1998,1/7/2008,,,,,0
38521-04,3852104,656,Adjustment of electrodes (leads) for automatic defibrillator,Adjust electrodes for auto defibrillator,1/7/2000,1/7/2008,,,,,0
38521-05,3852105,656,Replacement of patches for automatic defibrillator,Replace of patches for automatic defib,1/7/2000,1/7/2008,,,,,0
38521-06,3852106,656,Replacement of electrodes (leads) for automatic defibrillator,Replacement electrodes for auto defib,1/7/2000,1/7/2008,,,,,0
38521-07,3852107,656,Removal of patches for automatic defibrillator,Removal of patches for automatic defib,1/7/2000,1/7/2008,,,,,0
38521-08,3852108,656,Percutaneous removal of electrodes (leads) for automatic defibrillator,Perc removal elec for automatic defib,1/7/2000,1/7/2008,,,,,0
38521-09,3852109,656,Removal of electrodes (leads) for automatic defibrillator,Removal of electrodes for auto defib,1/7/2000,1/7/2008,,,,,0
38521-10,3852110,656,Percutaneous replacement of electrodes (leads) for automatic defibrillator,Perc replace of elec for automatic defib,1/7/2000,1/7/2008,,,,,0
38524-00,3852400,653,Insertion of automatic defibrillator generator,Insertion automatic defib generator,1/7/1998,1/7/2008,,,,,0
38524-01,3852401,656,Removal of automatic defibrillator generator,Removal automatic defib generator,1/7/1998,1/7/2008,,,,,0
38524-02,3852402,656,Adjustment of automatic defibrillator generator,Adjustment of automatic defib generator,1/7/2000,1/7/2008,,,,,0
38524-03,3852403,656,Replacement of automatic defibrillator generator,Replacement of automatic defib generator,1/7/2000,1/7/2008,,,,,0
38530-00,3853000,601,Ablation of arrhythmia circuit or focus involving one atrial chamber,"Abltn arrhythmia circuit/fcs atrial cham",1/7/1998,1/7/2002,,,,,0
38533-00,3853300,601,Ablation of arrhythmia circuit or focus involving both atrial chambers,"Abltn arhytm circuit/fcs bth atrl cham",1/7/1998,1/7/2002,,,,,0
38550-00,3855000,684,Repair of ascending thoracic aorta,Repair of ascending thoracic aorta,1/7/1998,,,,,,0
38550-01,3855001,687,Replacement of ascending thoracic aorta,Replacement ascending thoracic aorta,1/7/1998,,,,,,0
38553-00,3855300,684,Repair of ascending thoracic aorta with aortic valve repair,Rep asc thoracic aorta w rep aortic valv,1/7/1998,,,,,,0
38553-01,3855301,684,Repair of ascending thoracic aorta with aortic valve replacement,Rep asc thor aorta w replace aort valve,1/7/1998,,,,,,0
38553-02,3855302,687,Replacement of ascending thoracic aorta with aortic valve repair,Replace asc thor aorta w rep aort valve,1/7/1998,,,,,,0
38553-03,3855303,687,Replacement of ascending thoracic aorta with aortic valve replacement,Replace asc thor aorta & aortic valve,1/7/1998,,,,,,0
38556-00,3855600,684,Repair of ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,Rep asc aorta & aort valv impl coron art,1/7/1998,,,,,,0
38556-01,3855601,684,Repair of ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,Rep aorta replace valv & impl coron art,1/7/1998,,,,,,0
38556-02,3855602,687,Replacement of ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,"Replace aorta, rep valv & impl coron art",1/7/1998,,,,,,0
38556-03,3855603,687,Replacement of ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,"Replace asc aorta, valv & impl coron art",1/7/1998,,,,,,0
38559-00,3855900,685,Repair of aortic arch and ascending thoracic aorta,Repair aortic arch & asc thoracic aorta,1/7/1998,,,,,,0
38559-01,3855901,688,Replacement of aortic arch and ascending thoracic aorta,Replace aortic arch & asc thor aorta,1/7/1998,,,,,,0
38562-00,3856200,685,Repair of aortic arch and ascending thoracic aorta with aortic valve repair,"Rep aort arch, asc aorta & aortic valve",1/7/1998,,,,,,0
38562-01,3856201,685,Repair of aortic arch and ascending thoracic aorta with aortic valve replacement,"Rep aort arch, asc aorta w replace valve",1/7/1998,,,,,,0
38562-02,3856202,688,Replacement of aortic arch and ascending thoracic aorta with aortic valve repair,Replace asc & arch aorta w valve repair,1/7/1998,,,,,,0
38562-03,3856203,688,Replacement of aortic arch and ascending thoracic aorta with aortic valve replacement,"Replace aortic arch, asc thor & valve",1/7/1998,,,,,,0
38565-00,3856500,685,Repair of aortic arch and ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,"Rep arch, asc aorta, valv & impl art",1/7/1998,,,,,,0
38565-01,3856501,685,Repair of aortic arch and ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,"Rep arch, asc aorta, valv replace & impl",1/7/1998,,,,,,0
38565-02,3856502,688,Replacement of aortic arch and ascending thoracic aorta with aortic valve repair and implantation of coronary arteries,Replace aorta & arch rep valv & impl art,1/7/1998,,,,,,0
38565-03,3856503,688,Replacement of aortic arch and ascending thoracic aorta with aortic valve replacement and implantation of coronary arteries,"Replace aorta, arch, valve w impl art",1/7/1998,,,,,,0
38568-00,3856800,686,Repair of descending thoracic aorta,Repair of descending thoracic aorta,1/7/1998,,,,,,0
38568-01,3856801,689,Replacement of descending thoracic aorta,Replacement descending thoracic aorta,1/7/1998,,,,,,0
38571-00,3857100,686,Repair of descending thoracic aorta with shunt,Repair descending thoracic aorta w shunt,1/7/1998,,,,,,0
38571-01,3857101,689,Replacement of descending thoracic aorta with shunt,Replace descending thor aorta w shunt,1/7/1998,,,,,,0
38572-00,3857200,693,Operative management of acute rupture or dissection of thoracic aorta,"Op mgmt ac rupture/dissect thor aorta",1/7/1998,,,,,,0
38574-00,3857400,642,Deep hypothermia with cardiac arrest in conjunction with open heart surgery,"Deep hypothermia w card arrest, hrt surg",1/7/1998,1/7/2004,,,,,0
38577-00,3857700,642,Cerebral perfusion during hypothermic arrest,Cerebral perfn w hypothmc arrest,1/7/1998,,,,,,0
38588-00,3858800,642,Cardioplegia,Cardioplegia,1/7/1998,,,,,,0
38600-00,3860000,642,"Cardiopulmonary bypass, central cannulation","Cardiopulmonary bypass, central cannuln",1/7/1998,,,,,,0
38603-00,3860300,642,"Cardiopulmonary bypass, peripheral cannulation","Cardiopulmonary bypass, perph cannuln",1/7/1998,,,,,,0
38606-00,3860600,682,Percutaneous insertion of intra-aortic balloon pump,Perc insertion intra-aortic balloon pump,1/7/1998,1/7/2008,,,,,0
38609-00,3860900,682,Insertion of intra-aortic balloon pump by arteriotomy,Ins intra-aortic balloon pmp arteriotomy,1/7/1998,,,,,,0
38612-00,3861200,682,Removal of intra-aortic balloon pump,Removal of intra-aortic balloon pump,1/7/1998,,,,,,0
38613-00,3861300,693,Removal of intra-aortic balloon pump with closure of artery by patch graft,"R/O intraotc balln pmp ptch gft cls art",1/7/1998,,,,,,0
38615-00,3861500,608,Insertion of left ventricular assist device,Insertion left ventricular asst device,1/7/1998,,,,,,0
38615-01,3861501,608,Insertion of right ventricular assist device,Insertion right ventricular asst dev,1/7/1998,,,,,,0
38618-00,3861800,608,Insertion of left and right ventricular assist device,Ins left & right ventricular asst dev,1/7/1998,,,,,,0
38621-00,3862100,608,Removal of left ventricular assist device,Removal left ventricular asst device,1/7/1998,,,,,,0
38621-01,3862101,608,Removal of right ventricular assist device,Removal right ventricular asst device,1/7/1998,,,,,,0
38624-00,3862400,608,Removal of left and right ventricular assist device,"R/O left & right ventricular asst dev",1/7/1998,,,,,,0
38627-00,3862700,608,Adjustment of cannula for ventricular assist device,Adjust cannula ventricular asst dev,1/7/2000,,,,,,0
38627-01,3862701,642,Adjustment of cannula for cardiopulmonary bypass,Adjust cannula for cardiopulmonary byps,1/7/2000,,,,,,0
38627-02,3862702,642,Adjustment of cannula for extracorporeal membrane oxygenation,Adjustment of cannula for ECMO,1/7/2000,1/7/2017,,,,,0
38627-03,3862703,572,Adjustment of cannula for extracorporeal membrane oxygenation,Adjustment of cannula for ECMO,1/7/2017,,,,,,0
38627-04,3862704,572,Removal of cannula for extracorporeal membrane oxygenation,Removal of cannula for ECMO,1/7/2017,,,,,,0
38637-00,3863700,680,Reoperation for reconstruction of coronary artery graft,Reop for recon coronary artery graft,1/7/1998,,,,,,0
38640-00,3864000,664,"Reoperation for other cardiac procedure, not elsewhere classified",Reoperation for other cardiac proc NEC,1/7/1998,,,,,,0
38647-00,3864700,644,Division of thoracic adhesions,Division of thoracic adhesions,1/7/1998,,,,,,0
38650-00,3865000,639,Cardiac myotomy,Cardiac myotomy,1/7/1998,,,,,,0
38650-01,3865001,640,Cardiac myectomy,Cardiac myectomy,1/7/1998,,,,,,0
38650-02,3865002,639,Open chest transmyocardial revascularisation,Opn chest transmyocardial revascularsatn,1/7/2000,,,,,,0
38650-03,3865003,639,Other transmyocardial revascularisation,Other transmyocardial revascularisation,1/7/2000,,,,,,0
38653-00,3865300,666,Other intrathoracic procedures on heart with cardiopulmonary bypass,Other intrathoracic proc on heart w CPB,1/7/1998,,,,,,0
38653-01,3865301,606,Other intrathoracic procedures on atrium with cardiopulmonary bypass,Other intrathor proc on atrium w CPB,1/7/1998,1/7/2015,,,,,0
38653-02,3865302,615,Other intrathoracic procedures on ventricle of heart with cardiopulmonary bypass,Oth intrathor proc ventricle hrt w CPB,1/7/1998,,,,,,0
38653-03,3865303,620,Other intrathoracic procedures on septum with cardiopulmonary bypass,Other intrathoracic proc on septum w CPB,1/7/1998,,,,,,0
38653-04,3865304,624,Other intrathoracic procedures on aortic valve with cardiopulmonary bypass,Oth intrathor proc on aortic valve w CPB,1/7/1998,,,,,,0
38653-05,3865305,630,Other intrathoracic procedures on mitral valve with cardiopulmonary bypass,Other intrathor proc mitral valve w CPB,1/7/1998,,,,,,0
38653-06,3865306,635,Other intrathoracic procedures on tricuspid valve with cardiopulmonary bypass,Oth intrathor proc tricuspid valve w CPB,1/7/1998,,,,,,0
38653-07,3865307,638,Other intrathoracic procedures on pulmonary valve with cardiopulmonary bypass,Oth intrathor proc pulmonary valve w CPB,1/7/1998,,,,,,0
38653-08,3865308,681,Other intrathoracic procedures on arteries of heart with cardiopulmonary bypass,Oth intrathor proc arteries heart w CPB,1/7/1998,,,,,,0
38654-00,3865400,649,Insertion of permanent left ventricular electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Ins perm L ventric elec scpmk thmy stmy,1/7/2008,,,,,,0
38654-01,3865401,654,Replacement of permanent left ventricular electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,Replace L ventric elec scpmk thmy stmy,1/7/2008,,,,,,0
38654-02,3865402,654,Removal of permanent left ventricular electrode for subcutaneous cardiac pacemaker via thoracotomy or sternotomy,"R/O perm L ventrl elec scpmk thmy stmy",1/7/2008,,,,,,0
