code_id,code_id_clean,dagger_status,asterisk,valid,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated,sex,AgeL,AgeH,Atype,rare_use_flag,UnacceptDx,dagger_status_change,asterisk_change,valid_change,aust_code_change,ascii_desc_change,ascii_short_desc_change,sex_change,ageL_change,ageH_change,atype_change,rare_use_flag_change,UnacceptDx_change,Status
B77.0,B770,2,0,1,0,Ascariasis with intestinal complications,Ascariasis with intestinal complications,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B77.8,B778,2,0,1,0,Ascariasis with other complications,Ascariasis with other complications,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B77.9,B779,2,0,1,0,"Ascariasis, unspecified",Ascariasis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B78.0,B780,2,0,1,0,Intestinal strongyloidiasis,Intestinal strongyloidiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B78.1,B781,2,0,1,0,Cutaneous strongyloidiasis,Cutaneous strongyloidiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B78.7,B787,2,0,1,0,Disseminated strongyloidiasis,Disseminated strongyloidiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B78.9,B789,2,0,1,0,"Strongyloidiasis, unspecified",Strongyloidiasis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B79,B79,2,0,1,0,Trichuriasis,Trichuriasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B80,B80,2,0,1,0,Enterobiasis,Enterobiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B81.0,B810,2,0,1,0,Anisakiasis,Anisakiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B81.1,B811,2,0,1,0,Intestinal capillariasis,Intestinal capillariasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B81.2,B812,2,0,1,0,Trichostrongyliasis,Trichostrongyliasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B81.3,B813,2,0,1,0,Intestinal angiostrongyliasis,Intestinal angiostrongyliasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B81.4,B814,2,0,1,0,Mixed intestinal helminthiases,Mixed intestinal helminthiases,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B81.8,B818,2,0,1,0,Other specified intestinal helminthiases,Other specified intestinal helminthiases,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B82.0,B820,2,0,1,0,"Intestinal helminthiasis, unspecified",Intestinal helminthiasis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B82.9,B829,2,0,1,0,"Intestinal parasitism, unspecified",Intestinal parasitism unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B83.0,B830,2,0,1,0,Visceral larva migrans,Visceral larva migrans,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B83.1,B831,2,0,1,0,Gnathostomiasis,Gnathostomiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B83.2,B832,2,0,1,0,Angiostrongyliasis due to Parastrongylus cantonensis,Angiostrongyliasis dt Para cantonensis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B83.3,B833,2,0,1,0,Syngamiasis,Syngamiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B83.4,B834,2,0,1,0,Internal hirudiniasis,Internal hirudiniasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B83.8,B838,2,0,1,0,Other specified helminthiases,Other specified helminthiases,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B83.9,B839,2,0,1,0,"Helminthiasis, unspecified",Helminthiasis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B85.0,B850,2,0,1,0,Pediculosis due to Pediculus humanus capitis,Pediculosis dt Pediculus humanus capitis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B85.1,B851,2,0,1,0,Pediculosis due to Pediculus humanus corporis,Pediculosis dt Pediculus humanus corpori,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B85.2,B852,2,0,1,0,"Pediculosis, unspecified",Pediculosis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B85.3,B853,2,0,1,0,Phthiriasis,Phthiriasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B85.4,B854,2,0,1,0,Mixed pediculosis and phthiriasis,Mixed pediculosis and phthiriasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B86,B86,2,0,1,0,Scabies,Scabies,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B87.0,B870,2,0,1,0,Cutaneous myiasis,Cutaneous myiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B87.1,B871,2,0,1,0,Wound myiasis,Wound myiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B87.2,B872,2,0,1,0,Ocular myiasis,Ocular myiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B87.3,B873,2,0,1,0,Nasopharyngeal myiasis,Nasopharyngeal myiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B87.4,B874,2,0,1,0,Aural myiasis,Aural myiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B87.8,B878,2,0,1,0,Myiasis of other sites,Myiasis of other sites,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B87.9,B879,2,0,1,0,"Myiasis, unspecified",Myiasis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B88.0,B880,2,0,1,0,Other acariasis,Other acariasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B88.1,B881,2,0,1,0,Tungiasis [sandflea infestation],Tungiasis [sandflea infestation],1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B88.2,B882,2,0,1,0,Other arthropod infestations,Other arthropod infestations,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B88.3,B883,2,0,1,0,External hirudiniasis,External hirudiniasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B88.8,B888,2,0,1,0,Other specified infestations,Other specified infestations,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B88.9,B889,2,0,1,0,"Infestation, unspecified",Infestation unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B89,B89,2,0,1,0,Unspecified parasitic disease,Unspecified parasitic disease,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B90.0,B900,2,0,1,0,Sequelae of central nervous system tuberculosis,Sequelae of CNS tuberculosis,1/7/1998,,,,230,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B90.1,B901,2,0,1,0,Sequelae of genitourinary tuberculosis,Sequelae of genitourinary tuberculosis,1/7/1998,,,,230,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B90.2,B902,2,0,1,0,Sequelae of tuberculosis of bones and joints,Sequelae of tuberculosis bones & joints,1/7/1998,,,,230,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B90.8,B908,2,0,1,0,Sequelae of tuberculosis of other organs,Sequelae of tuberculosis of other organs,1/7/1998,,,,230,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B90.9,B909,2,0,1,0,Sequelae of respiratory and unspecified tuberculosis,Sequelae of respiratory & unspecified TB,1/7/1998,,,,230,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B91,B91,2,0,1,0,Sequelae of poliomyelitis,Sequelae of poliomyelitis,1/7/1998,,,,215,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B92,B92,2,0,1,0,Sequelae of leprosy,Sequelae of leprosy,1/7/1998,,,,230,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B94.0,B940,2,0,1,0,Sequelae of trachoma,Sequelae of trachoma,1/7/1998,,,,201,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B94.1,B941,2,0,1,0,Sequelae of viral encephalitis,Sequelae of viral encephalitis,1/7/1998,,,,201,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B94.2,B942,2,0,1,0,Sequelae of viral hepatitis,Sequelae of viral hepatitis,1/7/1998,,,,201,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B94.8,B948,2,0,1,0,Sequelae of other specified infectious and parasitic diseases,Seq of other spec infect & parasitic dis,1/7/1998,,,,201,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B94.9,B949,2,0,1,0,Sequelae of unspecified infectious or parasitic disease,Seq of unsp infect & parasitic dis,1/7/1998,,,,201,324,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
B95,B95,0,0,0,0,"Streptococcus, Enterococcus and Staphylococcus as the cause of diseases classified to other chapters",Strep enteroc staph cause dis oth chptr,1/7/1998,,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,UPDATED
B95.2,B952,0,0,0,0,"Streptococcus, group D and Enterococcus, as the cause of diseases classified to other chapters",Grp D strep enteroc class to oth chptr,1/7/1998,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,UPDATED
B95.21,B9521,0,0,1,1,"Streptococcus, group D, as the cause of diseases classified to other chapters",Strep grp D cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B95.22,B9522,0,0,1,1,"Enterococcus, as the cause of diseases classified to other chapters",Enterococcus cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B95.4,B954,0,0,0,0,Other Streptococcus as the cause of diseases classified to other chapters,Other strep cause dis class to oth chptr,1/7/1998,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,UPDATED
B95.5,B955,0,0,1,0,Unspecified Streptococcus as the cause of diseases classified to other chapters,Unsp strep cause dis class to oth chptr,1/7/1998,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,UPDATED
B95.7,B957,0,0,0,0,Other Staphylococcus as the cause of diseases classified to other chapters,Other staph cause dis class to oth chptr,1/7/1998,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,UPDATED
B95.71,B9571,0,0,1,1,Staphylococcus argenteus as the cause of diseases classified to other chapters,Staph argenteus cause dis oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B95.79,B9579,0,0,1,1,Other Staphylococcus as the cause of diseases classified to other chapters,Other staph cause dis other chapter,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B95.8,B958,0,0,1,0,Unspecified Staphylococcus as the cause of diseases classified to other chapters,Unsp staph cause dis class to oth chptr,1/7/1998,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,UPDATED
B96.4,B964,0,0,0,0,"Proteus, Morganella and Providencia as the cause of diseases classified to other chapters",Proteus Morganella Providencia caus dis,1/7/1998,,,,,,,0,0,0,0,1,0,1,1,0,0,0,0,0,1,UPDATED
B96.41,B9641,0,0,1,1,Proteus (mirabilis) as the cause of diseases classified to other chapters,Proteus cause dis class to oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.42,B9642,0,0,1,1,Morganella (morganii) as the cause of diseases classified to other chapters,Morganella cause dis class to oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.43,B9643,0,0,1,1,Providencia (rettgeri) as the cause of diseases classified to other chapters,Providencia cause dis class to oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.6,B966,0,0,1,0,Bacteroides (fragilis) as the cause of diseases classified to other chapters,Bacteroides cause dis class to oth chptr,1/7/1998,,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,UPDATED
B96.83,B9683,0,0,1,1,Acinetobacter baumannii [A. baumannii] as the cause of diseases classified to other chapters,A. baumannii cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.84,B9684,0,0,1,1,Burkholderia (mallei) (pseudomallei) as the cause of diseases classified to other chapters,Burkholderia cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.85,B9685,0,0,1,1,Campylobacter as the cause of diseases classified to other chapters,Campylobacter cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.86,B9686,0,0,1,1,Clostridioides [Clostridium] difficile [C. difficile] as the cause of diseases classified to other chapters,C.difficile cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.87,B9687,0,0,1,1,Other enterobacterales as the cause of diseases classified to other chapters,Oth enterobacterales cause dis oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B96.89,B9689,0,0,1,1,Other specified bacterial agents as the cause of diseases classified to other chapters,Oth spec bact agt cause dis oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B97.8,B978,0,0,0,0,Other viral agents as the cause of diseases classified to other chapters,Oth viral agt cause dis class oth chptr,1/7/1998,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,UPDATED
B97.81,B9781,0,0,1,1,Rhinovirus as the cause of diseases classified to other chapters,Rhinovirus cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B97.82,B9782,0,0,1,1,Astrovirus as the cause of diseases classified to other chapters,Astrovirus cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B97.83,B9783,0,0,1,1,Parainfluenza virus as the cause of diseases classified to other chapters,Parainfluenza cause dis class oth chptr,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B97.89,B9789,0,0,1,1,"Viral agents as the cause of diseases classified to other chapters, not elsewhere classified",Viral agt cause dis class oth chptr NEC,1/7/2022,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NEW
B99,B99,2,0,1,0,Other and unspecified infectious diseases,Other & unspecified infectious diseases,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.0,C000,2,0,1,0,Malignant neoplasm of external upper lip,Malignant neoplasm of external upper lip,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.1,C001,2,0,1,0,Malignant neoplasm of external lower lip,Malignant neoplasm of external lower lip,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.2,C002,2,0,1,0,"Malignant neoplasm of external lip, unspecified",Malignant neoplasm external lip unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.3,C003,2,0,1,0,"Malignant neoplasm of upper lip, inner aspect",Malg neoplasm upper lip inner aspect,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.4,C004,2,0,1,0,"Malignant neoplasm of lower lip, inner aspect",Malg neoplasm lower lip inner aspect,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.5,C005,2,0,1,0,"Malignant neoplasm of lip, unspecified, inner aspect",Malg neoplasm lip unsp inner aspect,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.6,C006,2,0,1,0,Malignant neoplasm of commissure of lip,Malignant neoplasm of commissure of lip,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.8,C008,2,0,1,0,Overlapping malignant lesion of lip,Overlapping malignant lesion of lip,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C00.9,C009,2,0,1,0,"Malignant neoplasm of lip, unspecified",Malignant neoplasm of lip unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C01,C01,2,0,1,0,Malignant neoplasm of base of tongue,Malignant neoplasm of base of tongue,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C02.0,C020,2,0,1,0,Malignant neoplasm of dorsal surface of tongue,Malg neoplasm dorsal surface of tongue,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C02.1,C021,2,0,1,0,Malignant neoplasm of border of tongue,Malignant neoplasm of border of tongue,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C02.2,C022,2,0,1,0,Malignant neoplasm of ventral surface of tongue,Malg neoplasm ventral surface tongue,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C02.3,C023,2,0,1,0,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",Malg neoplasm ant tongue part unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C02.4,C024,2,0,1,0,Malignant neoplasm of lingual tonsil,Malignant neoplasm of lingual tonsil,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C02.8,C028,2,0,1,0,Malignant neoplasm of overlapping lesion of tongue,Malg neoplasm overlapping lesion tongue,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C02.9,C029,2,0,1,0,"Malignant neoplasm of tongue, unspecified",Malignant neoplasm tongue unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C03.0,C030,2,0,1,0,Malignant neoplasm of upper gum,Malignant neoplasm of upper gum,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C03.1,C031,2,0,1,0,Malignant neoplasm of lower gum,Malignant neoplasm of lower gum,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C03.9,C039,2,0,1,0,"Malignant neoplasm of gum, unspecified",Malignant neoplasm of gum unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C04.0,C040,2,0,1,0,Malignant neoplasm of anterior floor of mouth,Malignant neoplasm ant floor of mouth,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C04.1,C041,2,0,1,0,Malignant neoplasm of lateral floor of mouth,Malignant neoplasm lat floor of mouth,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C04.8,C048,2,0,1,0,Overlapping malignant lesion of floor of mouth,Overlapping malg lesion floor of mouth,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C04.9,C049,2,0,1,0,"Malignant neoplasm of floor of mouth, unspecified",Malg neoplasm of floor of mouth unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C05.0,C050,2,0,1,0,Malignant neoplasm of hard palate,Malignant neoplasm of hard palate,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C05.1,C051,2,0,1,0,Malignant neoplasm of soft palate,Malignant neoplasm of soft palate,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C05.2,C052,2,0,1,0,Malignant neoplasm of uvula,Malignant neoplasm of uvula,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C05.8,C058,2,0,1,0,Overlapping malignant lesion of palate,Overlapping malignant lesion of palate,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C05.9,C059,2,0,1,0,"Malignant neoplasm of palate, unspecified",Malignant neoplasm of palate unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C06.0,C060,2,0,1,0,Malignant neoplasm of cheek mucosa,Malignant neoplasm of cheek mucosa,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C06.1,C061,2,0,1,0,Malignant neoplasm of vestibule of mouth,Malignant neoplasm of vestibule of mouth,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C06.2,C062,2,0,1,0,Malignant neoplasm of retromolar area,Malignant neoplasm of retromolar area,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C06.8,C068,2,0,1,0,Overlapping malignant lesion of other and unspecified parts of mouth,"Overlap malg lesion oth / unsp mouth",1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C06.9,C069,2,0,1,0,"Malignant neoplasm of mouth, unspecified",Malignant neoplasm of mouth unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C07,C07,2,0,1,0,Malignant neoplasm of parotid gland,Malignant neoplasm of parotid gland,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C08.0,C080,2,0,1,0,Malignant neoplasm of submandibular gland,Malignant neoplasm submandibular gland,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C08.1,C081,2,0,1,0,Malignant neoplasm of sublingual gland,Malignant neoplasm of sublingual gland,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C08.8,C088,2,0,1,0,Overlapping malignant lesion of major salivary glands,Overlapping malg lesion major sal glands,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C08.9,C089,2,0,1,0,"Malignant neoplasm of major salivary gland, unspecified",Malg neoplasm major salivary gland unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C09.0,C090,2,0,1,0,Malignant neoplasm of tonsillar fossa,Malignant neoplasm of tonsillar fossa,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C09.1,C091,2,0,1,0,Malignant neoplasm of tonsillar pillar (anterior)(posterior),Malg neoplasm tonsillar pillar,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C09.8,C098,2,0,1,0,Overlapping malignant lesion of tonsil,Overlapping malignant lesion of tonsil,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C09.9,C099,2,0,1,0,"Malignant neoplasm of tonsil, unspecified",Malignant neoplasm tonsil unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C10.0,C100,2,0,1,0,Malignant neoplasm of vallecula,Malignant neoplasm of vallecula,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C10.1,C101,2,0,1,0,Malignant neoplasm of anterior surface of epiglottis,Malg neoplasm ant surface epiglottis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C10.2,C102,2,0,1,0,Malignant neoplasm of lateral wall of oropharynx,Malignant neoplasm lat wall oropharynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C10.3,C103,2,0,1,0,Malignant neoplasm of posterior wall of oropharynx,Malignant neoplasm post wall oropharynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C10.4,C104,2,0,1,0,Malignant neoplasm of branchial cleft,Malignant neoplasm of branchial cleft,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C10.8,C108,2,0,1,0,Overlapping malignant lesion of oropharynx,Overlapping malignant lesion oropharynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C10.9,C109,2,0,1,0,"Malignant neoplasm of oropharynx, unspecified",Malignant neoplasm oropharynx unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C11.0,C110,2,0,1,0,Malignant neoplasm of superior wall of nasopharynx,Malg neoplasm superior wall nasophrynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C11.1,C111,2,0,1,0,Malignant neoplasm of posterior wall of nasopharynx,Malignant neoplasm post wall nasopharynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C11.2,C112,2,0,1,0,Malignant neoplasm of lateral wall of nasopharynx,Malignant neoplasm lat wall nasopharynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C11.3,C113,2,0,1,0,Malignant neoplasm of anterior wall of nasopharynx,Malignant neoplasm ant wall nasopharynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C11.8,C118,2,0,1,0,Overlapping malignant lesion of nasopharynx,Overlapping malg lesion of nasopharynx,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C11.9,C119,2,0,1,0,"Malignant neoplasm of nasopharynx, unspecified",Malignant neoplasm nasopharynx unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C12,C12,2,0,1,0,Malignant neoplasm of pyriform sinus,Malignant neoplasm of pyriform sinus,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C13.0,C130,2,0,1,0,Malignant neoplasm of postcricoid region,Malignant neoplasm of postcricoid region,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
C13.1,C131,2,0,1,0,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",Malg neoplasm hypophrngl aryepigltc fold,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
